text,label
服务业实际使用外资 [NUM] 亿元人民币，比上年增长 [NUM] [NUM] Q [NUM] [NUM] Q [NUM] [NUM] Q [NUM] [NUM] Q [NUM] [NUM] Q [NUM] [NUM] Q [NUM] [NUM] Q [NUM] [NUM] Q [NUM] [NUM] Q [NUM] [NUM] Q [NUM] [NUM] Q [NUM] [NUM] Q [NUM] [NUM] Q [NUM] [NUM] Q [NUM] 亿美元 贸易差额（左轴） % [NUM] 出口当季同比（右轴） 进口当季同比（右轴） [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] ，占外资总量的 [NUM] ；高技术服务业实际使用外资 [NUM] 亿元 人民币，增长 [NUM] 。,0
分期 限看， [NUM] 年期以下债券品种发行量占比为 [NUM] ，同比下降 [NUM] 个百分点， 其中 [NUM] 年期以下品种占比同比下降 [NUM] 个百分点， [NUM] [NUM] 年品种占比同比 上升 [NUM] 个百分点。,1
其他债券发行利率也有所上升。,0
 [NUM] 年以来，随着供给侧结构性改革、简政放权、创新驱动战略等深化实 施，我国经济结构加快调整，发展新动能增强，经济增长的稳定性、 协调性进一步增强。,0
债券市场产品创新和机制创新不断推进。,0
 [NUM] 和 [NUM] 年，为减轻对冲外汇占款的压力，适度控制金融机构信贷扩张，中国人民银行两 次提高存款准备金率，由 [NUM] 调至 [NUM] ，再至 [NUM] 。,0
在各级财 力未能完全顾及、社会资金进入意愿不足而又亟需加强资金支持的重点领域和薄 弱环节，货币政策主动补位，通过发挥激励引导作用，能够鼓励更多金融资源提 供融资支持，银行信贷结构也进一步优化，体现出相应的结构调节效应。,0
第一季度，城镇居 民人均可支配收入 [NUM] 元，同比增长 [NUM] ，扣除价格因素实际增长 [NUM] ；农村居民人均现金收入 [NUM] 元，同比增长 [NUM] ，扣除价格 因素实际增长 [NUM] 。,0
建立健全金融市场基础设施的统筹管理框架，进一步加 强市场基础设施建设，确保金融市场整体稳定和安全高效运行。,0
（二）继续贯彻落实利率市场化的政策 按照利率市场化改革要求，继续贯彻落实已出台的利率市场化政 策，研究相关的配套措施，引导商业银行和农村信用社提高风险定价 和负债管理的能力。,0
（四）财政收入降幅减小，财政支出保持较快增长 上半年，全国财政收入 [NUM] 亿元，同比下降 [NUM] ，增速比上 年同期降低 [NUM] 个百分点，比第一季度回升 [NUM] 个百分点；财政支 出 [NUM] 亿元，同比增长 [NUM] ，增速比上年同期降低 [NUM] 个百分点， 比第一季度减慢 [NUM] 个百分点；收支相抵，收大于支 [NUM] 亿元，比 上年同期减少 [NUM] 亿元。,1
第二季度以来，少数经济体实施 了降息政策。,0
全年“外币对”累 计成交金额折合 [NUM] 亿美元，同比增长 [NUM] ，其中成交最多的产品 为美元对港币，市场份额为 [NUM] ，同比上升 [NUM] 个百分点。,0
狭义货币供应量（M [NUM] ）余额为 [NUM] 万亿元， 同比减少 [NUM] 。,1
 [NUM] 年我国 CPI 全年均值 [NUM] 。,0
从国内看，基建投资增速下行， 金融机构风险偏好下降，信用增长延续放缓态势，小微企业、民营企 业融资难问题较为突出，货币政策传导仍然面临一定约束。,1
货币市场交易活跃。,0
二是信托贷款和未贴现银行承兑汇票同比多增较多，委托贷 款同比明显减少。,1
本季，累计发行政策金融债 [NUM] 亿元， 同比增加 [NUM] 亿元，增长 [NUM] 倍。,0
 [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] 数据来源：中国人民银行。,0
持续发挥政策性开发性金融工具的作 用，增强政府投资和政策激励的引导作用，有效带动激发民间投资。,0
出口退税账户托管贷款为商 - [NUM] - [NUM] 年第三季度货币政策执行报告 业性贷款，期限最长不超过一年，贷款比例原则上不超过企业应得退税款的 [NUM] 。,0
狭义货币供应量 M [NUM] 余额为 [NUM] 万亿元，同比增长 [NUM] ，比上年末高 [NUM] 个百分点。,0
（一）消费稳步恢复，投资平稳增长，进出口保持增长 [NUM] 居民收入平稳增长，消费潜力逐步释放。,0
的存款准备金政策............................................... [NUM] 平衡........................................................... [NUM] [NUM] 年上半年，中国人民银行按照党中央、国务院的各项决策 部署，坚持一手抓抗震救灾和灾后重建，一手抓经济社会发展，正确 把握金融调控的重点、节奏和力度，坚持“区别对待、有保有压”， 采取综合措施加强银行体系流动性对冲，引导货币信贷合理增长和信 贷结构优化，继续稳步推进金融企业改革，增强人民币汇率弹性，改 进外汇管理，维护总量平衡。,0
做好易地扶贫搬迁安置 后综合金融服务。,0
 [NUM] 表 [NUM] [NUM] 年上半年各类债券发行情况 单位：亿元 债券品种 发行额 较上年增减 国债 [NUM] [NUM] 地方政府债券 [NUM] [NUM] 中央银行票据 [NUM] [NUM] 金融债券① [NUM] [NUM] 其中：国家开发银行及政策性金融债 [NUM] [NUM] 同业存单 [NUM] [NUM] 公司信用类债券② [NUM] [NUM] 其中：非金融企业债务融资工具 [NUM] [NUM] 企业债券 [NUM] [NUM] 公司债 [NUM] [NUM] 国际机构债券 [NUM] [NUM] 合计 [NUM] [NUM] 注：①金融债券包括国开行金融债、政策性金融债、商业银行普通债、商业 银行次级债、商业银行资本混合债、证券公司债券、同业存单等。,0
商品房销售增速持续回落。,1
目前，全国性金融机构均建立了 FTP 相关制度和系统，并不断完善挂钩 LPR 的贷款FTP 机制，LPR 的变动可及时通过 FTP 传导至贷款端。,0
期末商业汇票未到期金额 [NUM] 万亿元，同比增 长 [NUM] ；贴现余额 [NUM] 万亿元，同比下降 [NUM] ；再贴现余额 [NUM] 亿元，同比增加 [NUM] 亿元。,1
一季度债券市场现券总成交 [NUM] 万亿元， 同比增长 [NUM] 。,0
前三季度，在 [NUM] 个工业大类行业中， [NUM] 个行业主营活动利润比上年 同期增长， [NUM] 个行业由上年同期主营活动亏损转为盈利。,0
前三季度，全国规模 以上工业增加值同比增长 [NUM] 。,0
深化资本市场体制机制改革，促 进资本市场稳定健康发展。,0
在继续加强宏观调 控各项政策措施的综合作用下，下半年经济增长可望略有放缓，但总 体上仍将保持平稳较快的发展势头。,1
着力推动完善防范 化解金融风险长效机制建设，用改革的办法推进金融业高质量发展， 牢牢守住不发生系统性风险的底线。,1
支持人民币在跨境贸易和投资中的使用，积极发挥本币在“一带一路” 建设中的作用。,0
 [NUM] 月同业拆借月加权平均利率为 [NUM] ，质押式 回购月加权平均利率为 [NUM] ，均比 [NUM] 月上升 [NUM] 个基点；银行业存 款类金融机构间利率债质押式回购月加权平均利率为 [NUM] ，低于质 押式回购月加权平均利率 [NUM] 个基点。,0
推进资本市场双向开放。,0
“外币对”累计成交金额折合 [NUM] 万亿美 元，同比减少 [NUM] ，其中成交最多的产品为欧元对美元，占市场份 额比重为 [NUM] 。,1
这与市场传闻扰动、企业税收 集中清缴、端午节假期现金需求、外汇市场变化以及商业银行半年末指标考核等 多种因素叠加有关。,0
 [NUM] 月人民银行联合相关部门 发布《标准化债权类资产认定规则》（中国人民银行 中国银行保险监 督管理委员会 中国证券监督管理委员会 国家外汇管理局公告〔 [NUM] 〕 第 [NUM] 号），明确了标债资产与非标资产界限、认定标准及监管安排， 引导市场规范发展。,0
全球经济回暖拉动大宗商品 和原材料需求走高，加上流动性环境极度宽裕，国际大宗商品如铁矿 石、铜、原油、大豆等产品价格上涨较快。,0
外部环境复杂性、严峻性、不确 定性仍然较大，带来的不利影响增多，全球经济增长动能偏弱，局部 冲突和动荡频发，全球性问题加剧。,1
 [NUM] 月末，住户贷款余额同 比增长 [NUM] ，增速比 [NUM] 月末低 [NUM] 个百分点， [NUM] 年以来持续维持 较高水平增长，比年初增加 [NUM] 万亿元，同比多增 [NUM] 亿元。,0
人民币兑美元汇率为 [NUM] : [NUM] ，继续保持 平稳态势。,0
继续通过保持货币信贷合理增长、完善银行公司治理、清理不合理金 [NUM] 融服务收费、完善多层次资本市场、增加金融供给、加大改革和结构 调整力度等多措并举，标本兼治，着力降低社会融资成本。,0
积极推进和完善信贷政策导向评估，全面提 高信贷政策导向力，研究开展涉农信贷政策和中小企业信贷政策导向 效果评估工作。,0
 [NUM] 年末，中国外汇交易中心（CFETS）人民币汇率指数 报 [NUM] ，较上年末升值 [NUM] ；参考特别提款权（SDR）货币篮子的 人民币汇率指数报 [NUM] ，较上年末升值 [NUM] 。,0
日本经济增长明显增强，但通缩压力依然存在。,1
加大制造业中长期融资支持，建立制造 [NUM] 业中长期贷款部门协调会商机制。,0
扎实推进制度建设，研究拟 定系统重要性保险公司附加监管规定。,0
（五）固定资产投资继续攀升，在一定程度上抵消了外需的下降 今年以来，固定资产投资加速增长。,0
数量和价格相互配合，在金融调控中发挥了重要作用。,0
②当期数据为初步统计数。,0
截至 [NUM] 月 [NUM] 日， [NUM] 年期伦敦同业拆借市场美元Libor为 [NUM] ， 比 [NUM] 月末下降 [NUM] 个基点； [NUM] 年期欧元区同业拆借利率Euribor为 [NUM] ， 比 [NUM] 月末下降 [NUM] 个基点。,0
中国农业银行股票于 [NUM] 月 [NUM] 日、 [NUM] 日分别在上海证券交易所和香港联交所挂牌上市，大型商业银行 改革完成收官之战。,0
 [NUM] 月末，全国累计批准外商投资企业 [NUM] 个，合同外资金额 [NUM] 亿美元，实际使用外资金额 [NUM] 亿美元。,0
先行试点地区农村 信用社的历史包袱得到明显化解，总体经营状况有所好转；支农金融 服务功能有所增强；增资扩股进度较快，资本充足率迅速提高。,0
 [NUM] 月末，银行存款占总资产比重 [NUM] %，同比下降 [NUM] 个百分点； 国债和证券投资基金投资分别占比 [NUM] 和 [NUM] ，同比分别上升 [NUM] 个和 [NUM] 个百分点。,1
一是有利 于在“一国两制”制度下建设和发展香港国际金融中心，促进香港长期繁荣稳定。,0
分机构看， [NUM] 年各类金融机构贷款普遍多增。,0
不少金融机构的小微 企业、涉农贷款比例还有提升空间，潜力在于存量结构的改善，如果能够压缩其 他类贷款，将收回再贷以及新增贷款中的更高比例投向小微企业、涉农贷款，就 能在总量一定的条件下使这些领域得到更多支持。,0
在衣着、家用和产业用三大纺织产品中，劳动密集的服装加 [NUM] 工竞争激烈，技术含量较高的产业用纺织品比重较低；企业小而散， 市场竞争力不强，大型企业普遍缺少核心技术和跨国配置资源能力； 中西部差距依然较大。,0
加工贸易赚取的是 出口和进口之间的增值部分，这决定了加工贸易必然出现顺差。,0
扎实推进资本项目可兑换。,0
 [NUM] 年末，在人民银行与境外货 币当局签署的双边本币互换协议下，境外货币当局动用人民币余额 [NUM] 亿元，人民银行动用外币余额折合 [NUM] 亿美元，对促进双边 贸易投资发挥了积极作用。,0
发达 经济体通胀压力有所缓解，但回落速度放缓，出现反复的风险依然存 在，未来货币政策仍有不确定性。,1
 [NUM] 月末，沪 市A股静态市盈率 [NUM] 倍，与 [NUM] 年 [NUM] 月末相当。,0
股票市场融资额减少。,0
截至 [NUM] [NUM] 月末，全国共组建以县（市）为单位的统一法人农村信用社 [NUM] 家， 农村商业银行 [NUM] 家，农村合作银行 [NUM] 家。,0
 [NUM] 月，活期、 [NUM] 个月以内大 额美元存款加权平均利率分别为 [NUM] 和 [NUM] ，分别较上年 [NUM] 月上 升 [NUM] 个和 [NUM] 个百分点； [NUM] 个月以内、 [NUM] （含）～ [NUM] 个月美元贷款 [NUM] 加权平均利率分别为 [NUM] 和 [NUM] ，分别较上年 [NUM] 月上升 [NUM] 个 和下降 [NUM] 个百分点。,0
究其原因，一是在 M [NUM] 增速下行的同时， 贷款和社会融资总量保持较快增长，对实体经济的支持力度并不弱。,0
全年实现国内生产总值 [NUM] 亿 元，按可比价格计算，比上年增长 [NUM] ，增幅虽比上年回落 [NUM] 个百分点，但 高于年初预计 [NUM] ％的速度。,1
"年末，住户贷款余 额为 [NUM] 万亿元，同比增长 [NUM] ，增速比上年末低 [NUM] 个百分点, 比年初增加 [NUM] 万亿元，同比少增 [NUM] 亿元。",0
分机构看，中资全 国性大型银行、中资区域性中小型银行及农村合作金融机构贷款同比 [NUM] 多增较多。,0
从期限结构看，市场交易仍主要集中于隔夜品种，回 购和拆借隔夜品种的成交分别占各自总量的 [NUM] 和 [NUM] ，占比同比 分别提高 [NUM] 个和 [NUM] 个百分点。,0
资本项下人民币收付金额合计 [NUM] 万亿元，同比增长 [NUM] 。,0
强化跨行业、跨市场、跨境金融风险 的监测评估，防范实体经济部分地区、行业、企业风险及非正规金融 风险向金融体系传导。,0
中长期看，经济稳中向好、长期向好、 高质量发展的基本面没有改变。,0
从生产过程分类看，呈现中上游产品价格降 幅继续扩大，下游产品价格小幅上涨的特征。,0
货币信贷总量合理增长，有力支持实体经济。,0
一季度末，金融机构各项贷款 增长 [NUM] ，与上年同期和年末基本持平。,0
前者是稳 步推进利率市场化的又一重要步骤，有利于完善中央银行利率形成机 制，理顺中央银行和借款人之间的资金利率关系，并逐步提高中央银 行引导市场利率的能力。,0
六是有效防范系统性金融风险，切实维护金融体系稳定。,1
初步统计，前三季度，我国经常账 户顺差 [NUM] 亿美元，同比增长 [NUM] ，与同期国内生产总值（GDP） 之比为 [NUM] 。,0
表 [NUM] ： [NUM] 年末主要保险资金运用余额及占比情况表 余额（亿元人民币） 占资产总额比重（%） [NUM] 年末 [NUM] 年末 [NUM] 年末 [NUM] 年末 资产总额 [NUM] [NUM] [NUM] [NUM] 其中：银行存款 [NUM] [NUM] [NUM] [NUM] 投资 [NUM] [NUM] [NUM] [NUM] 国债 [NUM] [NUM] [NUM] [NUM] 证券投资基金 [NUM] [NUM] [NUM] [NUM] 其他投资 [NUM] [NUM] [NUM] [NUM] 数据来源：中国保险监督管理委员会 （六）银行间外汇市场首次推出“外币对”交易和远期交易 [NUM] 年 [NUM] 月 [NUM] 日，银行间外汇市场推出八种“货币对”即期外币交 易，截至 [NUM] 年末，八种“货币对”累计成交折合 [NUM] 亿美元。,0
商品房销售继续保持增长，但增速趋缓。,1
继续 健全金融稳定监测评估框架，优化央行评级、监测预警、压力测试工 作框架，切实防止金融风险累积、扩散。,0
 [NUM] ．围绕房地产的法制建设滞后于产业发展，房地产业的健康发展缺乏法律 保障。,0
工作小组围绕政策性金融机构职能定位、业务范围、风险控 制、治理结构等主要问题深入调研，推动两家机构扎实进行内部改革， 促进其不断改进政策性金融服务。,0
制造业 PMI 继续位于扩张区间，出口增长小 幅放缓。,1
由于世界经济持续恢复，主要经济体的货币政策可能维持不变。,0
表 [NUM] [NUM] 年第一季度分机构人民币贷款情况 单位：亿元 [NUM] 年第一季度 [NUM] 年第一季度 新增额 同比多增 新增额 同比多增 政策性银行① [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] 国有商业银行② [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] 股份制商业银行 [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] 城市商业银行 [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] 农村金融机构③ [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] 外资金融机构 [NUM] [NUM] [NUM] [NUM] 注：①政策性银行包括：国家开发银行、中国进出口银行、中国农业发展银行。,0
做好存款保险保费归集和基金管理工作。,0
 [NUM] 月末，票据融资余额比年初增加 [NUM] 亿元，同比多增 [NUM] 亿元；占各项贷款的比重为 [NUM] ，同比上升 [NUM] 个百分点。,0
从上述分析可以看出，转型期的货币政策实际上需要兼顾“量”与“价”目 标的平衡。,0
巩固宏观调控的效 果，努力避免大起大落。,0
石油加工行业由上年 同期盈利 [NUM] 亿元转为净亏损 [NUM] 亿元。,0
 [NUM] 、从构成看，全要素生产率的提高是由劳动力生产率提高推动的。,0
其中，黄金 累计成交 [NUM] 万吨，同比增长 [NUM] ；成交金额 [NUM] 万亿元，同比 增长 [NUM] 。,0
从国际环境看，金融危机 后世界经济总体疲弱并呈现内生化特征，全球贸易增速较低，外部经 济的拉动作用减弱。,1
尤其是在现阶段直接融资渠道不畅、货币市场利率走低和商业银行竞争 压力加大的情况下，企业和商业银行关注和运用票据融资业务有其必然性和合理 [NUM] 性。,1
五 是存款类金融机构资产支持证券融资少于上年，贷款核销同比多增。,0
例如， [NUM] 年代中后期，我国通过改革促进了房地产和汽车产业的大发展， 对摆脱亚洲金融危机后的经济低迷发挥了重要作用。,1
继续深化外 汇管理体制改革，加强对资本流动的监测、引导和管理。,0
从期限看，中长期贷 款比年初增加 [NUM] 万亿元，同比多增 [NUM] 亿元，增量占比为 [NUM] 。,0
当然也要 看到，当前外部环境发生明显变化，贸易摩擦可能造成外需对经济的边际拉动作 用减弱。,0
债券远期交易推出后交易顺畅、市场运行平稳，截止 [NUM] 月 [NUM] 日， 共有 [NUM] 家机构参与了远期交易，共成交 [NUM] 笔，累计成交总额 [NUM] 亿 元。,0
与此同时，中国人民银行还对一些利率管理制度进行了改革，进一步理顺利 率结构，稳步推进利率市场化进程。,0
专栏 [NUM] 以适度的货币增长支持高质量发展 稳健货币政策力度把握是否合适，主要看货币条件是否与保持经济平稳增长 及物价稳定的要求相匹配，即广义货币 M [NUM] 增速与国内生产总值（GDP）名义增速 要匹配。,0
 [NUM] 月，人民银行发布《银 行间债券市场债券估值业务管理办法》，明确了估值机构内部治理、 估值基本原则、估值方法、信息披露、利益冲突等要求，提高债券估 [NUM] 值业务的中立性、公允性、专业性、透明性，提升债券市场定价的有 效性和市场功能，防范市场风险。,0
有 序推进中小金融机构风险处置和改革重组，重点高风险集团风险处置 工作取得阶段性进展。,0
下一阶段，要加强对价格形势的监测分析，改善供 给、优化结构，增强经济内生增长动力，促进经济平稳健康发展。,0
IV 专栏 表 图 V 国际金融危机爆发以来，全球经济进入深刻的再平衡调整期，这 一进程仍未完成。,0
作为中央银行，中国人 [NUM] 民银行需要密切关注物价走势，除了关注居民消费价格指数（CPI），还关注生 产价格指数（PPI）、出口价格指数、进口价格指数、GDP缩减指数、房地产价 格指数、股票价格指数等，并全面分析各种价格指数之间的关系和价格传导过程。,0
三是 [NUM] 年出台的稳经济 一揽子政策和接续措施深入落实，对实物量和经济增长的拉动效应将 持续释放。,0
 [NUM] 年 [NUM] [NUM] 月，全国保费收入 [NUM] 亿元，同比增长 [NUM] 。,0
 [NUM] 外币存款利率和贷款利率均有所下降。,0
严格控制对高耗能、高排放行 业和产能过剩行业的贷款，促进产能过剩矛盾化解。,0
 [NUM] 月， [NUM] 年期和 [NUM] 年期以上 LPR 分别为 [NUM] 和 [NUM] ，分别较上年 [NUM] 月下降 [NUM] 个和 [NUM] 个百分点。,0
IV 专栏 表 图 V 今年第一季度，新冠肺炎疫情对我国经济社会发展带来前所未有 的冲击。,0
同时，稳步推进利率市 场化改革，推动货币市场基准利率体系建设，引导金融机构提高利率 定价能力，完善贴现利率市场化形成机制。,0
继续完善存款保险制度 功能，稳步推进风险差别费率等核心机制发挥作用，加强高风险金融 机构的监测，完善金融机构市场化退出机制。,0
 [NUM] 月末，CFETS 人民币 汇率指数报 [NUM] ，较上年末上涨 [NUM] ；参考 SDR 货币篮子的人民 币汇率指数报 [NUM] ，较上年末下跌 [NUM] ，根据国际清算银行的计 算，上半年人民币名义有效汇率贬值 [NUM] ，实际有效汇率贬值 [NUM] ； [NUM] 年人民币汇率形成机制改革直至 [NUM] 年 [NUM] 月，人民币名义有效 汇率升值 [NUM] ，实际有效汇率升值 [NUM] 。,0
 [NUM] % [NUM] [NUM] [NUM] [NUM] [NUM] 年 [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] 年 [NUM] 月底 [NUM] 年 [NUM] 月底 [NUM] 年 [NUM] 月底 [NUM] 年 [NUM] 月底 数据来源：中央国债登记结算有限责任公司。,0
（二）保持利率和汇率政策的基本稳定，稳步推进利率市场化 继续保持存贷款利率政策和汇率政策的基本稳定，合理引导市场预期。,0
 [NUM] 年 [NUM] 月末，国债余额约为 [NUM] 万亿元，比上年末增长 [NUM] ，约占当年国内生产总值 GDP的 [NUM] ，比上年末提 高 [NUM] 个百分点。,0
积极推动下岗失业人员 小额担保贷款制度创新，努力推动创建信用社区试点，支持扩大就业 和再就业。,0
分机构看，国 有商业银行信贷份额下降，股份制商业银行和城市商业银行信贷份额 提升。,0
 [NUM] 年贸易顺差为 [NUM] 亿美 元，比上年减少 [NUM] 亿美元，已连续三年下降。,0
金融体系控制内部杠杆也取得阶段性成效。,0
从国内看， [NUM] 年经济金融发展面临许多有利条件：第一，党的十六大提 出，坚持把发展作为党执政兴国的第一要务，十六大确定的包括国有资产管理体 制改革，允许劳动、资本、技术、管理等生产要素参与分配，鼓励、支持和引导 非国有经济的发展等新政策对解放生产力、发展生产力非常有利。,0
四是有效做好金融支持就业创业。,0
实施存款准备金双平均法考核，公开市场操作从每周两次增加至每日操 作，推出常备借贷便利工具和自动质押融资工具等，均有利于降低金融机构的预 防性超额准备金需求。,0
全年国内生产总值增长有可能超 过 [NUM] 。,0
 [NUM] 月 末，商品住宅空置面积 [NUM] 万平方米，下降 [NUM] 。,0
今年以来居民储蓄存款增 速逐月减缓，储蓄存款增幅由年初 [NUM] 月末 [NUM] 下降到 [NUM] 月末 [NUM] ； 从储蓄存款构成看，定期储蓄存款比重不断下降。,1
（二）完善保险市场基础性制度建设 为加强和完善对保险公司董事、监事和高级管理人员的管理，中 国保险监督管理委员会（以下简称保监会）于 [NUM] 月发布《保险公司董 事、监事和高级管理人员任职资格管理规定》，提高了董事、监事和 高级管理人员的任职资格条件，明确了任职资格核准等内容，有利于 完善保险公司治理结构。,0
但也要看到，世界经济运行中的不稳定不确定因素仍然较多，全 球经济新的增长点还不明朗，加之受制于财政债务、企业和家庭去杠 杆化等因素影响，复苏进程仍将艰难曲折。,0
继续推动落实交通银行深化改革方 案，不断提高其市场竞争力。,0
三 是企业债券融资显著增加，股票融资同比少增。,0
总体看， [NUM] 年货币信贷调控 取得了积极成效，信贷增长偏快的趋势得到有效控制，为国民经济持续快速协调 健康发展提供了稳定的金融环境。,0
我国商业银行发行次级债券补充附属资本意义重大： 首先，发行次级债券有利于商业银行拓宽资本筹集渠道，推动商业银行改革。,0
近年来，随着 对存款准备金实施双平均法考核以及公开市场操作频率提高至每日操作等，商业 银行的预防性流动性需求总体趋于下降，在一定程度上也会对央行资产负债表产 生影响。,0
交易所市场国债回购累计成交 [NUM] 万亿元，同比增长 [NUM] 。,0
前三季度，保险业累 计实现保费收入 [NUM] 亿元，同比增长 [NUM] ，其中财产险收入同比增 长 [NUM] 。,0
党的十六届五中全会提出建设社会主义新农村的重大历史任务，并明确要 求：“深化农村金融体制改革，规范发展适合农村特点的金融组织，探索和发展 农业保险，改善农村金融服务”。,0
分机构看， [NUM] [NUM] 月份，国有独资商业银行本外币贷款增加 [NUM] 亿元，同比多 增 [NUM] 亿元；股份制商业银行本外币贷款增加 [NUM] 亿元，同比多增 [NUM] 亿元。,0
票据业务迅速发展，对于解决企业之间相互拖欠等，发挥了 一定的积极作用。,0
今年以 来受多种因素影响，我国经济面临下行压力，基础设施建设投资也是稳定宏观经 济的重要手段。,1
外币存款余额 为 [NUM] 亿美元，同比增长 [NUM] ，比年初增加 [NUM] 亿美元，同比多 [NUM] 增 [NUM] 亿美元，与 [NUM] 年同期增量基本持平。,0
公开市场操作利率有效引导市场预期。,0
中美新一轮经贸对 话启动，有助于推动双边经贸关系健康稳定发展；我国与“一带一路” 共建国家经贸往来日益紧密，不断拓宽外贸发展空间。,0
（四）股票市场指数震荡下行，成交量有所减少 股票市场指数震荡下行。,0
同时，进一步完善应急管理预案，丰富政策 工具储备。,0
上海清算所开办短期融资券登记托管业务是落实二 十国集团（G [NUM] ）场外衍生品市场改革目标的实质性一步，也有助于 上海国际金融中心建设。,0
存款准备金制度是现代金融制度的基础之一，其初始意义在于保证商业银 [NUM] 行的支付和清算，保证了金融机构不致因受到好的贷款条件的诱惑而将资金过多 地贷出，从而影响自身资金的流动性和和对客户的支付能力。,0
在全部新增人民币贷款中，国有独资商业银行所占份额为 [NUM] ，同比 下降 [NUM] 个百分点；股份制商业银行占 [NUM] ，同比下降 [NUM] 个百分点；农 村信用社占 [NUM] ，同比提高 [NUM] 个百分点。,1
（一）消费平稳增长，投资规模扩大，进出口较快增长 居民收入持续增加，消费稳步增长。,0
其中：个人住房贷款增加 [NUM] 亿元，同比多增 [NUM] 亿元；汽车贷款增加 [NUM] 亿 元，同比多增 [NUM] 亿元；四是农业贷款增加 [NUM] 亿元，同比多增 [NUM] 亿元；五 是三资企业、私营和个体企业贷款、乡镇企业增加 [NUM] 亿元，同比多增 [NUM] 亿 元。,0
 [NUM] 年 [NUM] 月末，国开金融有限责任公司挂牌成立，国家开发银行在传统业务基 础上通过该公司大力发展股权投资业务。,0
同时，由于金融市场工具创新相对比较不活跃，因 而货币供应量统计的可靠性较强。,0
（二）密切关注物价走势变化，稳步推进利率市场化改革 密切观察二季度物价形势变动情况，根据宏观经济调控的需要， 研究运用价格杠杆等货币政策工具组合进行预调和微调的最优策略。,0
表 [NUM] ：利率衍生产品交易情况 债券远期 利率互换 远期利率协议 交易笔数 交易量 [NUM] 交易笔数 名义本金额 交易笔数 名义本金额 （笔） （亿元） （笔） （亿元） （笔） （亿元） [NUM] 年 [NUM] [NUM] [NUM] [NUM] —— —— [NUM] 年 [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] 年 [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] 年 [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] 年第一季度 [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] 年第二季度 [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] 年第三季度 [NUM] [NUM] [NUM] [NUM] [NUM] [NUM] 数据来源：中国外汇交易中心。,0
在国内加大保供稳价、 基数效应等因素作用下，PPI同比涨幅继续回落，从今年 [NUM] 月的 [NUM] 逐 步回落至 [NUM] 月的 [NUM] 。,0
稳步推 [NUM] 进人民币资本项目可兑换，推进人民币对其他货币直接交易市场发展， 完善人民币跨境使用的政策框架和基础设施，坚持发展、改革和风险 防范并重，支持人民币在跨境贸易和投资中的使用。,0
第一季度，人民币跨境收付金额合计 [NUM] 万亿元，同比增长 [NUM] 。,0
 [NUM] 年一季度，银行间外汇市场 [NUM] 个交易日，累计成交各币种折合美元 [NUM] 亿美元，同比多增 [NUM] 亿美元，日均成交 [NUM] 亿美元，日均比去年同期 多成交 [NUM] 亿美元，增长 [NUM] 。,0
前三个季度，企业累计签发商业汇票 [NUM] 万亿元，同比增长 [NUM] ；期末商业汇票未到期金额 [NUM] 万亿元， 同比增长 [NUM] 。,0
 [NUM] 月美国失业率为 [NUM] ，较 [NUM] 月的 [NUM] 小幅回升，显示其就业状况距离复苏至疫情前水平还有不小的差距。,0
债券发行利率总体回落。,0
第一季度，上海黄金交 易所黄金累计成交 [NUM] 万吨，同比增长 [NUM] ；成交金额为 [NUM] 万 [NUM] 亿元，同比增长 [NUM] 。,0
由于世界经济出现恢复势头，主要工业国家货币政策可能会维持 不变。,0
保持流动性 合理充裕，指导政策性、开发性银行用好用足政策性开发性金融工具 额度和 [NUM] 亿元新增信贷额度，引导商业银行扩大中长期贷款投放， 保持货币供应量和社会融资规模合理增长，力争经济运行实现更好结 果。,0
外汇市场 [NUM] 年经受住了国际政治、经济、金融动荡的严峻考验，交易活 跃，秩序井然，人民币汇率保持稳定，有力促进了我国金融业和国民经济的平 稳运行。,1
第四，疫情还影响了全球投资者预期，国际金融市场“黑天鹅”事件频发。,0
一级市场融资成本上升，收益率 上升预期增强，宏观调控效果显现。,0
一是投向产业部门和基础设施领域的 贷款增长较快。,0
二是外币贷款比重明显上升。,0
 [NUM] 、市场利率继续回落。,0
